Logical Reasoning,Communication Skills,Quantitative Skills,Analytical Skills,High School CGPA,Stream,Stream_Point,AveragePoint,Recommended Course
0,4,8,0,5.44,Commerce,6,6.9,Marketing (B.Com)
10,6,4,6,9.88,Humanities,5,6.266666667,English Literature (B.A)
2,2,10,0,5.99,Science,8,7.466666667,Physics (B.Sc)
10,0,2,10,9.48,Commerce,6,6.833333333,Accounting (B.Com)
0,0,2,8,6.45,Humanities,5,5.533333333,Philosophy (B.A)
8,10,8,2,9.03,Science,8,7.283333333,Biology (B.Sc)
2,0,2,6,5.98,Commerce,6,6.8,International Business (B.Com)
2,2,4,10,6.68,Humanities,5,5.483333333,Sociology (B.A)
10,4,6,10,5.6,Science,8,7.666666667,Computer Engineering (B.Tech)
0,6,0,10,7.7,Commerce,6,6.733333333,Economics (B.Com)
4,10,2,10,7.83,Humanities,5,6.633333333,Political Science (B.A)
0,0,4,2,7.72,Science,8,7.716666667,Electrical Engineering (B.Tech)
2,10,0,10,9.07,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,8,0,4,8.59,Humanities,5,5.583333333,Art History (B.A)
10,2,2,0,5.23,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,6,10,2,7.46,Commerce,6,6.833333333,Finance (B.Com)
0,0,8,0,5.64,Humanities,5,5.516666667,History (B.A)
8,6,6,10,6.05,Science,8,7.35,Psychology (B.Sc)
4,10,4,0,7.73,Commerce,6,6.9,Marketing (B.Com)
0,10,8,2,7.05,Humanities,5,6.266666667,English Literature (B.A)
6,4,6,6,7.03,Science,8,7.466666667,Physics (B.Sc)
10,6,2,6,9.36,Commerce,6,6.833333333,Accounting (B.Com)
4,0,4,2,8.34,Humanities,5,5.533333333,Philosophy (B.A)
2,8,0,0,6.9,Science,8,7.283333333,Biology (B.Sc)
2,6,6,10,5.9,Commerce,6,6.8,International Business (B.Com)
2,6,8,10,7.38,Humanities,5,5.483333333,Sociology (B.A)
0,6,4,4,6.95,Science,8,7.666666667,Computer Engineering (B.Tech)
8,4,8,0,9.73,Commerce,6,6.733333333,Economics (B.Com)
4,0,6,10,7.51,Humanities,5,6.633333333,Political Science (B.A)
0,6,10,6,5.15,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,8,2,8,9.62,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,10,6,2,9.22,Humanities,5,5.583333333,Art History (B.A)
0,8,2,2,6.3,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,10,4,8,8.36,Commerce,6,6.833333333,Finance (B.Com)
4,4,4,4,6.01,Humanities,5,5.516666667,History (B.A)
0,0,2,6,6.71,Science,8,7.35,Psychology (B.Sc)
8,2,2,2,7.46,Commerce,6,6.9,Marketing (B.Com)
4,0,4,8,7.97,Humanities,5,6.266666667,English Literature (B.A)
4,0,6,6,9.17,Science,8,7.466666667,Physics (B.Sc)
0,0,2,0,6.98,Commerce,6,6.833333333,Accounting (B.Com)
6,8,10,2,5.53,Humanities,5,5.533333333,Philosophy (B.A)
8,6,0,10,7.19,Science,8,7.283333333,Biology (B.Sc)
10,0,6,8,6.58,Commerce,6,6.8,International Business (B.Com)
10,4,10,0,8.77,Humanities,5,5.483333333,Sociology (B.A)
2,10,2,0,5.97,Science,8,7.666666667,Computer Engineering (B.Tech)
2,10,0,6,9.29,Commerce,6,6.733333333,Economics (B.Com)
8,6,6,0,6.91,Humanities,5,6.633333333,Political Science (B.A)
10,2,0,8,6.65,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,8,10,0,8.23,Commerce,6,6.866666667,Human Resource Management (B.Com)
8,0,0,0,8.37,Humanities,5,5.583333333,Art History (B.A)
4,4,0,0,5.32,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,10,6,4,8.87,Commerce,6,6.833333333,Finance (B.Com)
4,0,10,6,5.77,Humanities,5,5.516666667,History (B.A)
6,2,4,0,7.47,Science,8,7.35,Psychology (B.Sc)
0,8,8,8,8.49,Commerce,6,6.9,Marketing (B.Com)
6,8,8,10,5.27,Humanities,5,6.266666667,English Literature (B.A)
0,10,2,0,5.09,Science,8,7.466666667,Physics (B.Sc)
8,6,0,6,6.52,Commerce,6,6.833333333,Accounting (B.Com)
4,0,6,10,9.36,Humanities,5,5.533333333,Philosophy (B.A)
6,6,2,10,5.94,Science,8,7.283333333,Biology (B.Sc)
8,10,2,10,7.84,Commerce,6,6.8,International Business (B.Com)
0,4,4,0,7.7,Humanities,5,5.483333333,Sociology (B.A)
6,6,4,6,6.13,Science,8,7.666666667,Computer Engineering (B.Tech)
8,6,4,8,5.4,Commerce,6,6.733333333,Economics (B.Com)
8,0,10,0,6.95,Humanities,5,6.633333333,Political Science (B.A)
4,2,2,10,6.63,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,10,4,6,9.1,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,8,2,8,8.08,Humanities,5,5.583333333,Art History (B.A)
10,10,6,0,7.35,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,10,8,4,7.29,Commerce,6,6.833333333,Finance (B.Com)
0,0,2,6,8.88,Humanities,5,5.516666667,History (B.A)
10,4,6,4,8.62,Science,8,7.35,Psychology (B.Sc)
4,0,4,6,7.16,Commerce,6,6.9,Marketing (B.Com)
0,10,2,6,5.59,Humanities,5,6.266666667,English Literature (B.A)
6,4,10,0,8.96,Science,8,7.466666667,Physics (B.Sc)
6,4,4,2,9.28,Commerce,6,6.833333333,Accounting (B.Com)
0,0,4,8,9.39,Humanities,5,5.533333333,Philosophy (B.A)
2,8,2,0,7.24,Science,8,7.283333333,Biology (B.Sc)
0,6,0,4,5.5,Commerce,6,6.8,International Business (B.Com)
2,2,6,2,7.34,Humanities,5,5.483333333,Sociology (B.A)
10,2,2,8,7.36,Science,8,7.666666667,Computer Engineering (B.Tech)
4,0,8,10,8.52,Commerce,6,6.733333333,Economics (B.Com)
0,2,6,6,5.78,Humanities,5,6.633333333,Political Science (B.A)
6,4,10,8,5.65,Science,8,7.716666667,Electrical Engineering (B.Tech)
8,10,6,2,9.22,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,8,10,0,5.96,Humanities,5,5.583333333,Art History (B.A)
0,0,0,8,8.49,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,8,6,0,8.95,Commerce,6,6.833333333,Finance (B.Com)
6,6,8,4,6.13,Humanities,5,5.516666667,History (B.A)
10,6,4,2,8.62,Science,8,7.35,Psychology (B.Sc)
4,8,6,4,7.34,Commerce,6,6.9,Marketing (B.Com)
10,2,0,8,7.44,Humanities,5,6.266666667,English Literature (B.A)
0,8,6,4,7.43,Science,8,7.466666667,Physics (B.Sc)
2,4,0,0,5.15,Commerce,6,6.833333333,Accounting (B.Com)
8,8,0,10,5.43,Humanities,5,5.533333333,Philosophy (B.A)
2,2,8,10,5.58,Science,8,7.283333333,Biology (B.Sc)
6,8,0,8,5.63,Commerce,6,6.8,International Business (B.Com)
10,0,6,2,6.04,Humanities,5,5.483333333,Sociology (B.A)
10,6,2,2,7.96,Science,8,7.666666667,Computer Engineering (B.Tech)
0,2,8,2,6.73,Commerce,6,6.733333333,Economics (B.Com)
0,6,0,2,9.94,Humanities,5,6.633333333,Political Science (B.A)
10,6,4,4,5.42,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,0,0,4,6.35,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,2,8,8,6.58,Humanities,5,5.583333333,Art History (B.A)
10,4,6,8,7.27,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,4,8,6,5.68,Commerce,6,6.833333333,Finance (B.Com)
10,2,4,0,7.65,Humanities,5,5.516666667,History (B.A)
10,10,4,4,8.06,Science,8,7.35,Psychology (B.Sc)
8,4,0,6,9.89,Commerce,6,6.9,Marketing (B.Com)
4,2,6,6,9,Humanities,5,6.266666667,English Literature (B.A)
6,4,6,6,9.94,Science,8,7.466666667,Physics (B.Sc)
8,4,0,10,6.5,Commerce,6,6.833333333,Accounting (B.Com)
8,10,0,6,8.98,Humanities,5,5.533333333,Philosophy (B.A)
8,8,0,0,7.62,Science,8,7.283333333,Biology (B.Sc)
4,10,2,0,5.24,Commerce,6,6.8,International Business (B.Com)
0,8,4,2,8.27,Humanities,5,5.483333333,Sociology (B.A)
4,4,10,6,5.44,Science,8,7.666666667,Computer Engineering (B.Tech)
6,6,2,2,6.83,Commerce,6,6.733333333,Economics (B.Com)
8,10,8,0,7.38,Humanities,5,6.633333333,Political Science (B.A)
4,2,4,10,7.94,Science,8,7.716666667,Electrical Engineering (B.Tech)
8,6,2,0,9.87,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,4,8,2,8.29,Humanities,5,5.583333333,Art History (B.A)
8,0,6,10,6.72,Science,8,7.483333333,Chemical Engineering (B.Tech)
8,2,8,10,5.72,Commerce,6,6.833333333,Finance (B.Com)
10,6,4,4,5.39,Humanities,5,5.516666667,History (B.A)
8,0,10,10,7.19,Science,8,7.35,Psychology (B.Sc)
2,8,6,0,5.47,Commerce,6,6.9,Marketing (B.Com)
2,2,8,10,5.47,Humanities,5,6.266666667,English Literature (B.A)
2,0,4,0,8.56,Science,8,7.466666667,Physics (B.Sc)
0,10,8,6,9.24,Commerce,6,6.833333333,Accounting (B.Com)
6,10,0,8,7.47,Humanities,5,5.533333333,Philosophy (B.A)
4,4,0,6,8.24,Science,8,7.283333333,Biology (B.Sc)
10,0,0,6,8.33,Commerce,6,6.8,International Business (B.Com)
0,4,8,10,7.87,Humanities,5,5.483333333,Sociology (B.A)
0,2,6,6,9.78,Science,8,7.666666667,Computer Engineering (B.Tech)
6,8,4,6,9.97,Commerce,6,6.733333333,Economics (B.Com)
6,2,10,4,6.4,Humanities,5,6.633333333,Political Science (B.A)
10,4,2,10,8.59,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,6,2,10,5.51,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,10,10,6,8.27,Humanities,5,5.583333333,Art History (B.A)
0,4,6,6,6.31,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,0,4,10,8.81,Commerce,6,6.833333333,Finance (B.Com)
8,0,10,0,8.92,Humanities,5,5.516666667,History (B.A)
10,2,8,2,5.02,Science,8,7.35,Psychology (B.Sc)
0,4,6,8,9.74,Commerce,6,6.9,Marketing (B.Com)
8,8,4,8,8.44,Humanities,5,6.266666667,English Literature (B.A)
2,6,6,0,6.2,Science,8,7.466666667,Physics (B.Sc)
0,0,4,0,8.37,Commerce,6,6.833333333,Accounting (B.Com)
10,10,10,10,6.28,Humanities,5,5.533333333,Philosophy (B.A)
8,6,10,8,9.47,Science,8,7.283333333,Biology (B.Sc)
10,8,4,6,9.14,Commerce,6,6.8,International Business (B.Com)
4,6,2,6,7.51,Humanities,5,5.483333333,Sociology (B.A)
0,8,2,0,6.51,Science,8,7.666666667,Computer Engineering (B.Tech)
4,10,4,6,7.67,Commerce,6,6.733333333,Economics (B.Com)
6,4,8,2,6.67,Humanities,5,6.633333333,Political Science (B.A)
2,6,0,10,8.34,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,6,4,6,6.55,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,8,4,6,9.15,Humanities,5,5.583333333,Art History (B.A)
10,10,0,8,7.75,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,0,0,10,8.48,Commerce,6,6.833333333,Finance (B.Com)
10,2,6,2,5.29,Humanities,5,5.516666667,History (B.A)
2,10,8,4,8.21,Science,8,7.35,Psychology (B.Sc)
0,2,2,8,7.17,Commerce,6,6.9,Marketing (B.Com)
4,8,4,0,6.94,Humanities,5,6.266666667,English Literature (B.A)
8,10,4,2,8.26,Science,8,7.466666667,Physics (B.Sc)
6,8,0,0,8.86,Commerce,6,6.833333333,Accounting (B.Com)
4,6,2,0,7.37,Humanities,5,5.533333333,Philosophy (B.A)
4,2,6,6,9.37,Science,8,7.283333333,Biology (B.Sc)
10,2,6,0,5.57,Commerce,6,6.8,International Business (B.Com)
8,4,6,10,7.43,Humanities,5,5.483333333,Sociology (B.A)
10,0,2,6,9.28,Science,8,7.666666667,Computer Engineering (B.Tech)
6,6,10,2,5.46,Commerce,6,6.733333333,Economics (B.Com)
4,6,10,10,5.92,Humanities,5,6.633333333,Political Science (B.A)
8,10,4,2,5.36,Science,8,7.716666667,Electrical Engineering (B.Tech)
10,2,4,6,8.22,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,6,0,2,6.3,Humanities,5,5.583333333,Art History (B.A)
0,8,10,6,7.65,Science,8,7.483333333,Chemical Engineering (B.Tech)
6,8,2,10,9.6,Commerce,6,6.833333333,Finance (B.Com)
10,6,4,6,5.73,Humanities,5,5.516666667,History (B.A)
10,10,2,8,9.79,Science,8,7.35,Psychology (B.Sc)
8,0,4,6,6.47,Commerce,6,6.9,Marketing (B.Com)
10,6,8,0,6.06,Humanities,5,6.266666667,English Literature (B.A)
4,4,6,10,9.4,Science,8,7.466666667,Physics (B.Sc)
2,4,2,6,6.89,Commerce,6,6.833333333,Accounting (B.Com)
2,4,6,10,5.85,Humanities,5,5.533333333,Philosophy (B.A)
6,2,4,6,8.06,Science,8,7.283333333,Biology (B.Sc)
8,6,6,0,9.39,Commerce,6,6.8,International Business (B.Com)
10,10,6,4,6.6,Humanities,5,5.483333333,Sociology (B.A)
10,0,6,4,5.45,Science,8,7.666666667,Computer Engineering (B.Tech)
10,10,8,6,8.06,Commerce,6,6.733333333,Economics (B.Com)
8,10,8,0,7.81,Humanities,5,6.633333333,Political Science (B.A)
10,10,6,8,6.67,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,4,2,8,5.84,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,8,8,10,8.9,Humanities,5,5.583333333,Art History (B.A)
8,0,8,0,8.57,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,10,4,2,9.32,Commerce,6,6.833333333,Finance (B.Com)
2,4,10,4,7.96,Humanities,5,5.516666667,History (B.A)
2,0,10,6,9.53,Science,8,7.35,Psychology (B.Sc)
2,0,10,0,9.82,Commerce,6,6.9,Marketing (B.Com)
4,8,0,8,7.21,Humanities,5,6.266666667,English Literature (B.A)
0,2,4,10,8.81,Science,8,7.466666667,Physics (B.Sc)
6,0,2,4,7.06,Commerce,6,6.833333333,Accounting (B.Com)
2,0,4,4,6.54,Humanities,5,5.533333333,Philosophy (B.A)
8,8,0,0,5.48,Science,8,7.283333333,Biology (B.Sc)
0,2,0,10,8.02,Commerce,6,6.8,International Business (B.Com)
2,4,2,2,5.99,Humanities,5,5.483333333,Sociology (B.A)
6,10,0,4,7.35,Science,8,7.666666667,Computer Engineering (B.Tech)
2,2,2,4,8.88,Commerce,6,6.733333333,Economics (B.Com)
6,0,4,0,6.25,Humanities,5,6.633333333,Political Science (B.A)
10,6,10,2,8.54,Science,8,7.716666667,Electrical Engineering (B.Tech)
10,8,8,8,5.8,Commerce,6,6.866666667,Human Resource Management (B.Com)
4,6,0,2,9.67,Humanities,5,5.583333333,Art History (B.A)
2,10,10,6,5.96,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,8,6,10,8.4,Commerce,6,6.833333333,Finance (B.Com)
2,0,6,0,5.5,Humanities,5,5.516666667,History (B.A)
10,10,2,10,8.39,Science,8,7.35,Psychology (B.Sc)
4,10,8,6,8.9,Commerce,6,6.9,Marketing (B.Com)
8,4,8,0,9.77,Humanities,5,6.266666667,English Literature (B.A)
4,6,4,0,7.38,Science,8,7.466666667,Physics (B.Sc)
0,0,6,10,6.13,Commerce,6,6.833333333,Accounting (B.Com)
0,2,0,4,9.79,Humanities,5,5.533333333,Philosophy (B.A)
6,0,8,2,8.02,Science,8,7.283333333,Biology (B.Sc)
6,2,2,10,9.08,Commerce,6,6.8,International Business (B.Com)
8,8,6,2,7.9,Humanities,5,5.483333333,Sociology (B.A)
10,0,10,10,6.1,Science,8,7.666666667,Computer Engineering (B.Tech)
0,2,4,2,5.62,Commerce,6,6.733333333,Economics (B.Com)
2,8,10,6,7.57,Humanities,5,6.633333333,Political Science (B.A)
0,0,10,0,7.57,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,8,2,4,8.93,Commerce,6,6.866666667,Human Resource Management (B.Com)
0,6,10,0,9.28,Humanities,5,5.583333333,Art History (B.A)
6,6,6,0,6.82,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,0,6,2,7.4,Commerce,6,6.833333333,Finance (B.Com)
4,0,4,8,8.28,Humanities,5,5.516666667,History (B.A)
10,10,0,4,7.5,Science,8,7.35,Psychology (B.Sc)
4,10,4,0,8.09,Commerce,6,6.9,Marketing (B.Com)
8,4,0,10,9.58,Humanities,5,6.266666667,English Literature (B.A)
8,4,2,8,6.49,Science,8,7.466666667,Physics (B.Sc)
6,8,2,4,6.38,Commerce,6,6.833333333,Accounting (B.Com)
6,2,8,6,6.92,Humanities,5,5.533333333,Philosophy (B.A)
8,6,8,2,7.63,Science,8,7.283333333,Biology (B.Sc)
10,6,10,0,7.5,Commerce,6,6.8,International Business (B.Com)
8,8,6,6,9.64,Humanities,5,5.483333333,Sociology (B.A)
8,4,2,6,9.76,Science,8,7.666666667,Computer Engineering (B.Tech)
8,0,10,2,5.19,Commerce,6,6.733333333,Economics (B.Com)
4,4,6,8,8.66,Humanities,5,6.633333333,Political Science (B.A)
0,8,0,2,6.26,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,8,10,4,7.36,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,0,6,10,6.52,Humanities,5,5.583333333,Art History (B.A)
10,2,2,10,6.41,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,10,8,10,9.16,Commerce,6,6.833333333,Finance (B.Com)
4,2,8,10,8.33,Humanities,5,5.516666667,History (B.A)
4,2,2,2,5.98,Science,8,7.35,Psychology (B.Sc)
2,8,8,8,5.83,Commerce,6,6.9,Marketing (B.Com)
0,10,4,10,9.96,Humanities,5,6.266666667,English Literature (B.A)
0,8,10,6,7.29,Science,8,7.466666667,Physics (B.Sc)
10,4,2,2,6.75,Commerce,6,6.833333333,Accounting (B.Com)
6,8,4,4,7.46,Humanities,5,5.533333333,Philosophy (B.A)
6,0,4,0,8.72,Science,8,7.283333333,Biology (B.Sc)
10,6,6,2,6.63,Commerce,6,6.8,International Business (B.Com)
10,2,2,8,6.12,Humanities,5,5.483333333,Sociology (B.A)
10,2,6,6,9.14,Science,8,7.666666667,Computer Engineering (B.Tech)
0,0,0,4,6.11,Commerce,6,6.733333333,Economics (B.Com)
0,0,2,4,6.55,Humanities,5,6.633333333,Political Science (B.A)
8,4,8,0,6.49,Science,8,7.716666667,Electrical Engineering (B.Tech)
10,4,2,0,7.41,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,0,10,8,5.43,Humanities,5,5.583333333,Art History (B.A)
2,10,2,10,7.68,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,8,10,8,6.6,Commerce,6,6.833333333,Finance (B.Com)
0,6,10,2,9.58,Humanities,5,5.516666667,History (B.A)
0,8,8,8,5.99,Science,8,7.35,Psychology (B.Sc)
0,0,8,4,9.23,Commerce,6,6.9,Marketing (B.Com)
2,8,2,4,5.19,Humanities,5,6.266666667,English Literature (B.A)
0,0,0,0,8.61,Science,8,7.466666667,Physics (B.Sc)
6,4,0,2,7.6,Commerce,6,6.833333333,Accounting (B.Com)
10,4,4,8,7.69,Humanities,5,5.533333333,Philosophy (B.A)
0,2,10,4,9.33,Science,8,7.283333333,Biology (B.Sc)
6,2,4,4,8.29,Commerce,6,6.8,International Business (B.Com)
4,8,8,10,6.18,Humanities,5,5.483333333,Sociology (B.A)
4,2,4,0,9.31,Science,8,7.666666667,Computer Engineering (B.Tech)
0,8,10,4,8.74,Commerce,6,6.733333333,Economics (B.Com)
8,6,0,10,9.38,Humanities,5,6.633333333,Political Science (B.A)
2,4,4,8,7.35,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,0,2,2,6.44,Commerce,6,6.866666667,Human Resource Management (B.Com)
4,10,0,10,7.53,Humanities,5,5.583333333,Art History (B.A)
10,2,2,0,5.66,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,2,10,8,7.6,Commerce,6,6.833333333,Finance (B.Com)
8,2,2,6,7.41,Humanities,5,5.516666667,History (B.A)
10,8,6,0,6.71,Science,8,7.35,Psychology (B.Sc)
10,0,6,6,5.19,Commerce,6,6.9,Marketing (B.Com)
8,8,2,2,7.98,Humanities,5,6.266666667,English Literature (B.A)
8,2,6,10,9.21,Science,8,7.466666667,Physics (B.Sc)
10,6,10,0,7.72,Commerce,6,6.833333333,Accounting (B.Com)
8,0,10,8,9.25,Humanities,5,5.533333333,Philosophy (B.A)
0,6,6,8,6.51,Science,8,7.283333333,Biology (B.Sc)
10,6,4,0,7.58,Commerce,6,6.8,International Business (B.Com)
10,8,4,4,7.49,Humanities,5,5.483333333,Sociology (B.A)
8,4,8,8,8.87,Science,8,7.666666667,Computer Engineering (B.Tech)
2,0,0,10,5.16,Commerce,6,6.733333333,Economics (B.Com)
8,4,2,4,5.08,Humanities,5,6.633333333,Political Science (B.A)
0,8,2,2,8.36,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,6,8,10,6.14,Commerce,6,6.866666667,Human Resource Management (B.Com)
4,10,4,2,5.11,Humanities,5,5.583333333,Art History (B.A)
0,6,6,10,7.03,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,0,6,8,7.87,Commerce,6,6.833333333,Finance (B.Com)
6,2,8,10,8.31,Humanities,5,5.516666667,History (B.A)
6,2,0,0,6.32,Science,8,7.35,Psychology (B.Sc)
8,0,10,2,7.81,Commerce,6,6.9,Marketing (B.Com)
2,4,4,4,9.09,Humanities,5,6.266666667,English Literature (B.A)
10,4,8,8,7.71,Science,8,7.466666667,Physics (B.Sc)
6,6,2,10,5.81,Commerce,6,6.833333333,Accounting (B.Com)
4,0,0,4,5.04,Humanities,5,5.533333333,Philosophy (B.A)
8,10,0,2,8.2,Science,8,7.283333333,Biology (B.Sc)
2,4,10,8,5.65,Commerce,6,6.8,International Business (B.Com)
10,10,10,0,5.26,Humanities,5,5.483333333,Sociology (B.A)
10,10,6,6,8.07,Science,8,7.666666667,Computer Engineering (B.Tech)
6,6,2,4,7.13,Commerce,6,6.733333333,Economics (B.Com)
4,0,10,10,8.51,Humanities,5,6.633333333,Political Science (B.A)
6,10,2,2,8.66,Science,8,7.716666667,Electrical Engineering (B.Tech)
4,4,4,4,8.12,Commerce,6,6.866666667,Human Resource Management (B.Com)
2,0,10,4,5.98,Humanities,5,5.583333333,Art History (B.A)
8,6,10,0,9.28,Science,8,7.483333333,Chemical Engineering (B.Tech)
2,0,6,0,7.68,Commerce,6,6.833333333,Finance (B.Com)
2,2,4,6,5.87,Humanities,5,5.516666667,History (B.A)
2,6,8,8,7.04,Science,8,7.35,Psychology (B.Sc)
0,4,8,10,5.86,Commerce,6,6.9,Marketing (B.Com)
6,8,8,0,7.26,Humanities,5,6.266666667,English Literature (B.A)
6,0,4,6,8.15,Science,8,7.466666667,Physics (B.Sc)
6,6,4,0,8.7,Commerce,6,6.833333333,Accounting (B.Com)
4,6,0,2,9.33,Humanities,5,5.533333333,Philosophy (B.A)
4,8,2,0,6.14,Science,8,7.283333333,Biology (B.Sc)
0,0,0,10,9.92,Commerce,6,6.8,International Business (B.Com)
6,4,2,10,8,Humanities,5,5.483333333,Sociology (B.A)
4,6,0,0,6.13,Science,8,7.666666667,Computer Engineering (B.Tech)
0,2,8,2,9.08,Commerce,6,6.733333333,Economics (B.Com)
2,0,10,2,9.91,Humanities,5,6.633333333,Political Science (B.A)
2,8,4,2,6.22,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,2,4,6,6.92,Commerce,6,6.866666667,Human Resource Management (B.Com)
10,0,2,4,9.76,Humanities,5,5.583333333,Art History (B.A)
6,4,4,8,7.43,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,8,6,8,8.62,Commerce,6,6.833333333,Finance (B.Com)
10,10,6,2,7.53,Humanities,5,5.516666667,History (B.A)
6,2,8,2,9.41,Science,8,7.35,Psychology (B.Sc)
8,4,8,0,5.75,Commerce,6,6.9,Marketing (B.Com)
0,6,2,4,5.98,Humanities,5,6.266666667,English Literature (B.A)
4,0,6,4,7.06,Science,8,7.466666667,Physics (B.Sc)
6,2,0,6,5.63,Commerce,6,6.833333333,Accounting (B.Com)
0,10,0,6,9.46,Humanities,5,5.533333333,Philosophy (B.A)
2,2,8,6,8.74,Science,8,7.283333333,Biology (B.Sc)
0,4,4,2,8.63,Commerce,6,6.8,International Business (B.Com)
6,10,8,2,5.26,Humanities,5,5.483333333,Sociology (B.A)
4,2,8,6,6.92,Science,8,7.666666667,Computer Engineering (B.Tech)
10,4,0,0,9.58,Commerce,6,6.733333333,Economics (B.Com)
4,4,4,8,6.97,Humanities,5,6.633333333,Political Science (B.A)
8,0,6,0,6.4,Science,8,7.716666667,Electrical Engineering (B.Tech)
6,2,0,8,7.77,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,8,8,8,7.59,Humanities,5,5.583333333,Art History (B.A)
6,4,4,6,6.59,Science,8,7.483333333,Chemical Engineering (B.Tech)
10,0,2,0,6.58,Commerce,6,6.833333333,Finance (B.Com)
0,6,8,2,9.68,Humanities,5,5.516666667,History (B.A)
2,6,2,6,8.31,Science,8,7.35,Psychology (B.Sc)
8,10,4,0,6.95,Commerce,6,6.9,Marketing (B.Com)
8,8,2,8,9.48,Humanities,5,6.266666667,English Literature (B.A)
8,8,6,0,7.32,Science,8,7.466666667,Physics (B.Sc)
2,8,10,4,7.26,Commerce,6,6.833333333,Accounting (B.Com)
4,10,10,0,7.87,Humanities,5,5.533333333,Philosophy (B.A)
4,0,4,2,6.97,Science,8,7.283333333,Biology (B.Sc)
0,10,10,6,6.3,Commerce,6,6.8,International Business (B.Com)
4,8,2,10,9.04,Humanities,5,5.483333333,Sociology (B.A)
10,8,2,4,9.72,Science,8,7.666666667,Computer Engineering (B.Tech)
2,4,0,0,9.68,Commerce,6,6.733333333,Economics (B.Com)
4,10,6,0,8.47,Humanities,5,6.633333333,Political Science (B.A)
4,10,4,4,7.5,Science,8,7.716666667,Electrical Engineering (B.Tech)
0,2,0,10,8.2,Commerce,6,6.866666667,Human Resource Management (B.Com)
6,8,6,0,8.72,Humanities,5,5.583333333,Art History (B.A)
4,0,10,2,8.65,Science,8,7.483333333,Chemical Engineering (B.Tech)
0,4,10,6,9.17,Commerce,6,6.833333333,Finance (B.Com)
10,4,10,0,7.64,Humanities,5,5.516666667,History (B.A)
2,4,8,4,6.94,Science,8,7.35,Psychology (B.Sc)
0,8,0,4,8.47,Commerce,6,6.9,Marketing (B.Com)
8,4,8,0,8.62,Humanities,5,6.266666667,English Literature (B.A)
0,8,10,10,8.39,Science,8,7.466666667,Physics (B.Sc)
0,6,6,4,7.53,Commerce,6,6.833333333,Accounting (B.Com)
10,4,2,4,7.3,Humanities,5,5.533333333,Philosophy (B.A)
10,8,8,6,6.68,Science,8,7.283333333,Biology (B.Sc)
8,0,4,10,6.91,Commerce,6,6.8,International Business (B.Com)
6,8,0,8,6,Humanities,5,5.483333333,Sociology (B.A)
10,2,2,2,9.5,Science,8,7.666666667,Computer Engineering (B.Tech)
2,4,10,4,8.86,Commerce,6,6.733333333,Economics (B.Com)
2,8,8,6,7.47,Humanities,5,6.633333333,Political Science (B.A)
0,4,6,6,6.45,Science,8,7.716666667,Electrical Engineering (B.Tech)
2,6,6,4,5.84,Commerce,6,6.866666667,Human Resource Management (B.Com)
8,0,0,4,6.1,Humanities,5,5.583333333,Art History (B.A)
4,0,4,6,7.46,Science,8,7.483333333,Chemical Engineering (B.Tech)
4,10,2,2,5.43,Commerce,6,6.833333333,Finance (B.Com)
